2.0635 4.4725
4.7600 3.3532
0.8006 -2.2425
0.0111 -0.2019
-4.5432 0.4404
3.2421 -4.4940
3.1374 9.7875
7.0164 8.8520
1.2749 -5.5176
6.6170 5.4285
5.1129 7.7724
3.4595 1.7802
10.5156 2.4294
-1.4748 0.3374
2.0618 -0.5789
7.3733 8.7205
7.4061 6.4939
5.5004 8.0976
1.5289 3.4847
10.7437 11.6149
2.9398 -4.0552
11.3379 6.8714
7.5278 4.6566
4.8000 6.6655
5.8820 6.1804
5.0686 6.0245
2.9496 4.8419
3.5170 5.3819
2.8920 10.2609
0.6769 1.2887
12.1968 9.1230
0.1667 3.0992
7.1004 6.8525
-4.3122 -1.1605
-2.8232 -3.3191
6.8808 6.9291
8.1825 7.0675
12.2301 5.8838
5.3598 2.4154
-1.7049 -1.3144
-2.0661 -0.8904
-3.6953 -0.4932
6.0276 5.3270
7.1583 6.1288
-0.8584 1.8089
1.2739 0.3799
6.2339 7.0838
-3.2987 2.6475
5.7143 0.1990
4.0360 4.4322
7.6470 8.0888
11.8131 10.0164
7.5869 6.6248
9.2152 6.1802
-1.6733 1.5950
5.4974 9.0572
-0.0003 0.0001
8.4921 1.7923
7.9794 7.4657
5.7648 8.4079
2.5100 10.4341
1.0621 -5.8330
8.0772 8.8497
-0.4145 -4.9147
1.3147 -0.3124
-0.0612 2.9637
1.6516 -1.8974
1.9057 5.6948
5.5523 9.6462
9.0925 7.7667
0.6158 0.1453
0.9491 -2.7463
5.9559 6.1567
6.9709 8.3964
-3.7310 -2.6969
8.3448 4.8911
-2.5279 1.7826
5.4510 4.8663
9.6466 4.5399
1.7202 3.4932
2.7598 -2.7070
6.4100 9.2338
1.5366 4.8303
6.9080 7.2655
0.5304 0.1503
2.9570 1.8413
-4.0969 2.5235
0.9821 4.2688
2.3332 4.6323
10.7432 6.1899
-2.4686 -1.0076
1.5230 -1.1613
1.4154 8.6754
3.2544 4.6448
8.8664 7.8712
-1.6934 0.7612
-2.4177 -4.8474
7.9534 1.1834
5.9979 7.2877
5.0495 10.5913
8.5508 11.9239
-2.7530 0.9607
3.1485 4.0060
7.0986 9.0531
0.4823 1.3608
10.4789 5.5951
9.3238 5.9104
